DeviceInfo,count,fraud_count,percentage,fraud_rate,relative_risk
Mi A1 Build/N2G47H,14,0,0.0024,0.0,0.0
E5506 Build/29.1.A.0.101,14,1,0.0024,7.1429,2.0414
KFTHWI Build/KTU84M,13,0,0.0022,0.0,0.0
Z982 Build/NMF26V,13,0,0.0022,0.0,0.0
KFSUWI Build/LVY48F,13,0,0.0022,0.0,0.0
rv:53.0,13,0,0.0022,0.0,0.0
XT1710-02 Build/NDSS26.118-23-19-6,13,0,0.0022,0.0,0.0
GT-S7580L Build/JDQ39,13,0,0.0022,0.0,0.0
SM-G800M Build/KOT49H,13,3,0.0022,23.0769,6.5953
SAMSUNG-SM-G900A Build/MMB29M,13,0,0.0022,0.0,0.0
SM-J700H Build/MMB29K,13,0,0.0022,0.0,0.0
SM-T813 Build/NRD90M,13,0,0.0022,0.0,0.0
P008 Build/NRD90M,13,0,0.0022,0.0,0.0
LG-K240 Build/MXB48T,13,0,0.0022,0.0,0.0
Z956 Build/MMB29M,13,0,0.0022,0.0,0.0
LG-TP260 Build/NRD90U,13,0,0.0022,0.0,0.0
Windows NT 6.2,13,8,0.0022,61.5385,17.5874
BLADE V8 Build/NRD90M,13,0,0.0022,0.0,0.0
BLADE A602 Build/MRA58K,13,0,0.0022,0.0,0.0
SAMSUNG SM-T710 Build/NRD90M,13,10,0.0022,76.9231,21.9843
Alcatel_5098O Build/MMB29M,13,0,0.0022,0.0,0.0
F5121 Build/34.3.A.0.228,13,0,0.0022,0.0,0.0
4013M Build/KOT49H,13,1,0.0022,7.6923,2.1984
SAMSUNG SM-G955U Build/R16NW,13,0,0.0022,0.0,0.0
SM-G928T Build/NRD90M,13,0,0.0022,0.0,0.0
SAMSUNG SM-G925F Build/NRD90M,13,3,0.0022,23.0769,6.5953
5010S Build/MRA58K,13,0,0.0022,0.0,0.0
SAMSUNG-SM-G530AZ Build/LMY48B,13,3,0.0022,23.0769,6.5953
SM-J100VPP Build/LMY48B,12,6,0.002,50.0,14.2898
SAMSUNG SM-A320FL Build/NRD90M,12,0,0.002,0.0,0.0
G3123 Build/40.0.A.6.175,12,12,0.002,100.0,28.5796
SM-T713 Build/NRD90M,12,1,0.002,8.3333,2.3816
BLADE V8Q Build/N2G47H,12,9,0.002,75.0,21.4347
SM-G920V Build/MMB29K,12,0,0.002,0.0,0.0
Moto Z2 Play Build/NPS26.74-16-1,12,9,0.002,75.0,21.4347
Moto Z2 Play Build/NPSS26.118-19-11,12,10,0.002,83.3333,23.8163
SM-J727VPP Build/NRD90M,12,0,0.002,0.0,0.0
SAMSUNG SM-J320M Build/LMY47V,12,0,0.002,0.0,0.0
SM-P355M Build/MMB29M,12,3,0.002,25.0,7.1449
SAMSUNG SM-J510MN Build/MMB29M,12,0,0.002,0.0,0.0
SM-G550T Build/MMB29K,12,3,0.002,25.0,7.1449
Blade L3 Build/KOT49H,12,12,0.002,100.0,28.5796
Moto G (4) Build/NPJS25.93-14-8.1-4,12,9,0.002,75.0,21.4347
SM-G900P Build/MMB29M,12,0,0.002,0.0,0.0
SM-A510F Build/NRD90M,12,0,0.002,0.0,0.0
SM-G930U Build/NRD90M,12,0,0.002,0.0,0.0
Moto G (4) Build/NPJS25.93-14-18,12,6,0.002,50.0,14.2898
KFTBWI Build/LVY48F,12,0,0.002,0.0,0.0
SAMSUNG SM-T810 Build/NRD90M,11,5,0.0019,45.4545,12.9907
SM-T230NU Build/KOT49H,11,0,0.0019,0.0,0.0
SM-T377P Build/NMF26X,11,0,0.0019,0.0,0.0
SM-N920G Build/NRD90M,11,0,0.0019,0.0,0.0
SM-G930W8 Build/NRD90M,11,3,0.0019,27.2727,7.7944
SM-A520F Build/MMB29K,11,0,0.0019,0.0,0.0
VKY-L09 Build/HUAWEIVKY-L09,11,0,0.0019,0.0,0.0
SM-T827V Build/NRD90M,11,0,0.0019,0.0,0.0
C6906 Build/14.6.A.1.236,11,0,0.0019,0.0,0.0
SAMSUNG-SM-G925A Build/MMB29K,11,0,0.0019,0.0,0.0
SM-G900T Build/MMB29M,11,0,0.0019,0.0,0.0
SAMSUNG SM-J530F Build/NRD90M,11,0,0.0019,0.0,0.0
moto x4 Build/OPW27.57-40,11,0,0.0019,0.0,0.0
Nexus 6 Build/MOB30M,11,11,0.0019,100.0,28.5796
Moto E (4) Build/NDQS26.69-23-2-3,11,5,0.0019,45.4545,12.9907
TR10CS1 Build/JDQ39,11,10,0.0019,90.9091,25.9814
GT-I8190L Build/JZO54K,11,4,0.0019,36.3636,10.3926
Pixel Build/OPR3.170623.013,11,0,0.0019,0.0,0.0
Ilium LT500 Build/LMY47O,11,0,0.0019,0.0,0.0
GT-P5210 Build/JDQ39,11,0,0.0019,0.0,0.0
SM-P580 Build/NRD90M,11,0,0.0019,0.0,0.0
SM-J730G Build/NRD90M,11,1,0.0019,9.0909,2.5981
Aquaris,11,0,0.0019,0.0,0.0
SAMSUNG SM-J327A Build/NRD90M,11,0,0.0019,0.0,0.0
SM-G960U Build/R16NW,11,0,0.0019,0.0,0.0
E5823 Build/32.4.A.1.54,11,0,0.0019,0.0,0.0
SM-T700 Build/MMB29K,11,0,0.0019,0.0,0.0
M4 SS4457 Build/MRA58K,11,1,0.0019,9.0909,2.5981
SM-N910F Build/MMB29M,11,0,0.0019,0.0,0.0
Z813 Build/LMY47O,11,11,0.0019,100.0,28.5796
Le X520 Build/IEXCNFN5902303111S,11,7,0.0019,63.6364,18.187
SM-G930V Build/MMB29M,11,0,0.0019,0.0,0.0
Lenovo YT3-850M Build/MMB29M,11,10,0.0019,90.9091,25.9814
LG-TP450 Build/NRD90U,10,0,0.0017,0.0,0.0
Redmi 4A Build/MMB29M,10,0,0.0017,0.0,0.0
K88 Build/MMB29M,10,0,0.0017,0.0,0.0
NOKIA,10,10,0.0017,100.0,28.5796
XT1030 Build/SU6-7.7,10,0,0.0017,0.0,0.0
LG-M210 Build/NRD90U,10,0,0.0017,0.0,0.0
LG-LS997 Build/NRD90M,10,0,0.0017,0.0,0.0
Hisense F102 Build/NRD90M,10,0,0.0017,0.0,0.0
LG-LS993 Build/NRD90U,10,0,0.0017,0.0,0.0
XT1063 Build/MPB24.65-34,10,0,0.0017,0.0,0.0
SAMSUNG SM-G900F Build/MMB29M,10,0,0.0017,0.0,0.0
ALP-L09 Build/HUAWEIALP-L09,10,3,0.0017,30.0,8.5739
SAMSUNG-SM-N920A Build/NRD90M,10,0,0.0017,0.0,0.0
Touch,10,0,0.0017,0.0,0.0
HUAWEI Y560-L03 Build/HUAWEIY560-L03,10,0,0.0017,0.0,0.0
XT1650 Build/NPLS26.118-20-5-11,10,3,0.0017,30.0,8.5739
LGMS550 Build/NRD90U,10,2,0.0017,20.0,5.7159
XT1563 Build/MPDS24.107-52-5,10,4,0.0017,40.0,11.4318
ZTE Blade L5 Build/LMY47I,10,0,0.0017,0.0,0.0
SAMSUNG-SGH-I337 Build/KOT49H,10,0,0.0017,0.0,0.0
Ilium X210 Build/LMY47I,10,0,0.0017,0.0,0.0
Redmi 5 Plus Build/N2G47H,10,0,0.0017,0.0,0.0
SAMSUNG SM-N920P Build/NRD90M,10,0,0.0017,0.0,0.0
KFTT Build/IML74K,10,0,0.0017,0.0,0.0
Pixel Build/OPM1.171019.016,10,5,0.0017,50.0,14.2898
SAMSUNG SM-G965U Build/R16NW,10,5,0.0017,50.0,14.2898
rv:39.0,10,0,0.0017,0.0,0.0
SAMSUNG-SM-J327A Build/NRD90M,10,0,0.0017,0.0,0.0
Moto G Play Build/NPI26.48-36,10,7,0.0017,70.0,20.0057
XT1563 Build/MPD24.107-52,10,2,0.0017,20.0,5.7159
SAMSUNG SM-A510M Build/NRD90M,10,0,0.0017,0.0,0.0
F8331,9,0,0.0015,0.0,0.0
SM-J530F Build/NRD90M,9,0,0.0015,0.0,0.0
SM-G730W8 Build/KOT49H,9,0,0.0015,0.0,0.0
SAMSUNG-SM-T377A Build/MMB29K,9,0,0.0015,0.0,0.0
SAMSUNG SM-G920F Build/NRD90M,9,0,0.0015,0.0,0.0
LG-K530 Build/NRD90U,9,0,0.0015,0.0,0.0
SAMSUNG SM-N910A Build/MMB29M,9,0,0.0015,0.0,0.0
G3223 Build/42.0.A.4.167,9,0,0.0015,0.0,0.0
M4 SS4450 Build/MRA58K,9,1,0.0015,11.1111,3.1755
SM-N910C Build/MMB29K,9,0,0.0015,0.0,0.0
SAMSUNG SM-N920T Build/NRD90M,9,0,0.0015,0.0,0.0
Moto C Build/NRD90M.054,9,0,0.0015,0.0,0.0
Moto C Build/NRD90M.057,9,0,0.0015,0.0,0.0
SM-J727V Build/NRD90M,9,0,0.0015,0.0,0.0
Lenovo A6020l37 Build/LMY47V,9,0,0.0015,0.0,0.0
ASUS_X015D Build/NRD90M,9,0,0.0015,0.0,0.0
HUAWEI GRA-L09 Build/HUAWEIGRA-L09,9,0,0.0015,0.0,0.0
SM-G965F Build/R16NW,9,0,0.0015,0.0,0.0
rv:41.0,9,0,0.0015,0.0,0.0
SAMSUNG SM-J700T Build/NMF26X,9,1,0.0015,11.1111,3.1755
SOV33 Build/35.0.D.2.25,9,0,0.0015,0.0,0.0
MotoG3-TE Build/MPDS24.65-33-1-3,9,8,0.0015,88.8889,25.4041
LG-M710 Build/NRD90U,9,0,0.0015,0.0,0.0
SM-T817V Build/NRD90M,9,0,0.0015,0.0,0.0
rv:43.0,9,3,0.0015,33.3333,9.5265
SAMSUNG SM-G925T Build/NRD90M,9,2,0.0015,22.2222,6.351
SM-G610F Build/NRD90M,9,4,0.0015,44.4444,12.702
RNE-L21 Build/HUAWEIRNE-L21,9,0,0.0015,0.0,0.0
SAMSUNG SM-G892A Build/NRD90M,9,0,0.0015,0.0,0.0
XT1710-02 Build/NDSS26.118-23-15,9,0,0.0015,0.0,0.0
RCT6203W46 Build/KOT49H,9,9,0.0015,100.0,28.5796
VTR-AL00 Build/HUAWEIVTR-AL00,9,0,0.0015,0.0,0.0
D5803 Build/23.5.A.1.291,9,0,0.0015,0.0,0.0
SM-G900M Build/MMB29M,9,0,0.0015,0.0,0.0
SAMSUNG SM-G925I Build/NRD90M,9,0,0.0015,0.0,0.0
5085B Build/MRA58K,9,2,0.0015,22.2222,6.351
Tmovi Build/Vision,9,0,0.0015,0.0,0.0
HUAWEI Y625-U13 Build/HUAWEIY625-U13,9,0,0.0015,0.0,0.0
SAMSUNG-SM-G890A Build/NRD90M,9,0,0.0015,0.0,0.0
SM-T560NU Build/NMF26X,9,0,0.0015,0.0,0.0
XT1063 Build/MPB24.65-34-3,9,0,0.0015,0.0,0.0
LG-D855 Build/LRX21R,9,2,0.0015,22.2222,6.351
Ilium L620 Build/NRD90M,9,0,0.0015,0.0,0.0
XT1650 Build/NCLS26.118-23-13-6-5,9,0,0.0015,0.0,0.0
SM-J327T Build/NRD90M,9,0,0.0015,0.0,0.0
ZTE,9,0,0.0015,0.0,0.0
KFAUWI Build/LVY48F,9,1,0.0015,11.1111,3.1755
SM-T113 Build/KTU84P,9,0,0.0015,0.0,0.0
SAMSUNG SM-G920A Build/NRD90M,9,0,0.0015,0.0,0.0
5049W Build/NRD90M,9,6,0.0015,66.6667,19.0531
Hisense,9,0,0.0015,0.0,0.0
H1711 Build/HUAWEIH1711,9,1,0.0015,11.1111,3.1755
E6853 Build/32.4.A.1.54,9,2,0.0015,22.2222,6.351
SAMSUNG SM-J327T Build/NRD90M,9,6,0.0015,66.6667,19.0531
SM-T530 Build/LRX22G,8,0,0.0014,0.0,0.0
BLN-L21 Build/HONORBLN-L21,8,0,0.0014,0.0,0.0
SAMSUNG SM-A300H Build/LRX22G,8,0,0.0014,0.0,0.0
SM-T820 Build/NRD90M,8,0,0.0014,0.0,0.0
SM-N910T Build/MMB29M,8,0,0.0014,0.0,0.0
Redmi 3S Build/MMB29M,8,0,0.0014,0.0,0.0
SM-T110 Build/JDQ39,8,0,0.0014,0.0,0.0
SM-T230 Build/KOT49H,8,0,0.0014,0.0,0.0
SAMSUNG SM-G935W8 Build/NRD90M,8,0,0.0014,0.0,0.0
SM-J700T Build/MMB29K,8,8,0.0014,100.0,28.5796
SAMSUNG SM-G935P Build/NRD90M,8,0,0.0014,0.0,0.0
SAMSUNG SM-G935F Build/MMB29K,8,2,0.0014,25.0,7.1449
SAMSUNG SM-G920T Build/NRD90M,8,0,0.0014,0.0,0.0
XT1080 Build/SU6-7.7,8,0,0.0014,0.0,0.0
SM-J727T Build/NRD90M,8,0,0.0014,0.0,0.0
XT1021 Build/LPCS23.13-34.8-3,8,5,0.0014,62.5,17.8622
ALCATEL ONE TOUCH 7047A Build/JDQ39,8,0,0.0014,0.0,0.0
ALP-L09 Build/HUAWEIALP-L09S,8,0,0.0014,0.0,0.0
Z983 Build/NMF26F,8,1,0.0014,12.5,3.5724
Moto Z2 Play Build/NPSS26.118-19-4,8,0,0.0014,0.0,0.0
Blade A465 Build/LMY47D,8,0,0.0014,0.0,0.0
rv:42.0,8,0,0.0014,0.0,0.0
SAMSUNG SM-J327P Build/MMB29M,8,0,0.0014,0.0,0.0
es-mx,8,3,0.0014,37.5,10.7173
moto x4 Build/NPW26.83-42,8,0,0.0014,0.0,0.0
XT1635-01,8,0,0.0014,0.0,0.0
LG-D373 Build/KOT49I.V10a,8,0,0.0014,0.0,0.0
LG-H910 Build/NRD90M,8,0,0.0014,0.0,0.0
SAMSUNG SM-J250M Build/NMF26X,8,0,0.0014,0.0,0.0
QTAQZ3 Build/LMY47V,8,0,0.0014,0.0,0.0
Neffos C5 Build/LMY47D,8,3,0.0014,37.5,10.7173
D5316 Build/19.4.A.0.182,8,0,0.0014,0.0,0.0
SAMSUNG SM-N950U1 Build/NMF26X,8,0,0.0014,0.0,0.0
G8141,8,1,0.0014,12.5,3.5724
QTASUN1 Build/NRD90M,8,3,0.0014,37.5,10.7173
Turbo C5 Build/LMY47I,8,0,0.0014,0.0,0.0
SAMSUNG SM-T530NU Build/LRX22G,8,0,0.0014,0.0,0.0
SAMSUNG SM-G920I Build/NRD90M,8,0,0.0014,0.0,0.0
XT890 Build/9.8.2I-50_SML-25,8,8,0.0014,100.0,28.5796
SAMSUNG SM-J500M Build/MMB29M,8,0,0.0014,0.0,0.0
Android 6.0.1,8,0,0.0014,0.0,0.0
Pixel Build/OPM4.171019.016.B1,8,0,0.0014,0.0,0.0
SM-N900T Build/LRX21V,8,3,0.0014,37.5,10.7173
Android 5.1.1,8,0,0.0014,0.0,0.0
SM-G900M Build/KOT49H,8,5,0.0014,62.5,17.8622
SAMSUNG SM-J727T1 Build/NRD90M,8,0,0.0014,0.0,0.0
SM-J327V Build/NRD90M,8,0,0.0014,0.0,0.0
M4,8,0,0.0014,0.0,0.0
E5803 Build/32.4.A.1.54,8,0,0.0014,0.0,0.0
SM-G955U1 Build/NRD90M,8,0,0.0014,0.0,0.0
Ilium L610 Build/MRA58K,8,0,0.0014,0.0,0.0
SAMSUNG SM-G890A Build/NRD90M,8,0,0.0014,0.0,0.0
9008A Build/NRD90M,8,0,0.0014,0.0,0.0
Build/OPM1.171019.011,8,3,0.0014,37.5,10.7173
LenovoA3300-GV Build/JDQ39,7,0,0.0012,0.0,0.0
SM-A730F Build/NMF26X,7,0,0.0012,0.0,0.0
Android 6.0,7,0,0.0012,0.0,0.0
4047A Build/NRD90M,7,0,0.0012,0.0,0.0
LGMS330 Build/LMY47V,7,0,0.0012,0.0,0.0
SAMSUNG SM-G570M Build/NRD90M,7,2,0.0012,28.5714,8.1656
F5321,7,0,0.0012,0.0,0.0
G3123,7,3,0.0012,42.8571,12.2484
SM-P550 Build/MMB29M,7,1,0.0012,14.2857,4.0828
SAMSUNG SM-A710M Build/NRD90M,7,0,0.0012,0.0,0.0
GT-I9060L Build/JDQ39,7,0,0.0012,0.0,0.0
SAMSUNG SM-G900T Build/MMB29M,7,0,0.0012,0.0,0.0
SM-P550 Build/NMF26X,7,1,0.0012,14.2857,4.0828
KFAPWI Build/KTU84M,7,0,0.0012,0.0,0.0
SM-J727U Build/NRD90M,7,0,0.0012,0.0,0.0
TA-1044 Build/NMF26F,7,0,0.0012,0.0,0.0
SAMSUNG SM-P580 Build/NRD90M,7,0,0.0012,0.0,0.0
E6553,7,0,0.0012,0.0,0.0
Android 7.0,7,0,0.0012,0.0,0.0
F3113 Build/33.2.A.3.81,7,0,0.0012,0.0,0.0
SM-J710MN Build/NRD90M,7,0,0.0012,0.0,0.0
Ilium L950 Build/KTU84P,7,0,0.0012,0.0,0.0
Pixel Build/OPM2.171019.029,7,0,0.0012,0.0,0.0
Moto G (5) Plus Build/NPN25.137-83,7,0,0.0012,0.0,0.0
Nexus 6 Build/N6F27M,7,0,0.0012,0.0,0.0
XT1021 Build/KXC21.5-40,7,0,0.0012,0.0,0.0
SM-T800,7,0,0.0012,0.0,0.0
LG-M153 Build/MXB48T,7,0,0.0012,0.0,0.0
SAMSUNG SM-J500FN Build/MMB29M,7,0,0.0012,0.0,0.0
9003A Build/MRA58K,7,3,0.0012,42.8571,12.2484
LG-LS777 Build/NRD90U,7,0,0.0012,0.0,0.0
VS501 Build/NRD90U,7,0,0.0012,0.0,0.0
LG-K450 Build/MXB48T,7,0,0.0012,0.0,0.0
Nexus 6P Build/OPR5.170623.011,7,0,0.0012,0.0,0.0
Redmi Note 3 Build/MMB29M,7,1,0.0012,14.2857,4.0828
ONE,7,0,0.0012,0.0,0.0
ONEPLUS A5000 Build/NMF26X,7,0,0.0012,0.0,0.0
SAMSUNG SM-G930R4 Build/NRD90M,7,0,0.0012,0.0,0.0
TA-1028 Build/NRD90M,7,0,0.0012,0.0,0.0
Pixel XL Build/OPM4.171019.016.B1,7,0,0.0012,0.0,0.0
Z9 PLUS Build/NRD90M,7,0,0.0012,0.0,0.0
Pixel 2 Build/OPM1.171019.021,7,0,0.0012,0.0,0.0
A574BL Build/NMF26F,7,7,0.0012,100.0,28.5796
SM-J700T1 Build/NMF26X,7,0,0.0012,0.0,0.0
FRD-L04 Build/HUAWEIFRD-L04,7,0,0.0012,0.0,0.0
Moto G (5) Plus Build/NPNS25.137-92-10,7,0,0.0012,0.0,0.0
E2104 Build/24.0.A.5.14,7,4,0.0012,57.1429,16.3312
rv:35.0,7,0,0.0012,0.0,0.0
LG-H815 Build/MRA58K,7,0,0.0012,0.0,0.0
Redmi Note 4X Build/MRA58K,6,0,0.001,0.0,0.0
2PS64 Build/NRD90M,6,0,0.001,0.0,0.0
SAMSUNG SM-N920A Build/NRD90M,6,0,0.001,0.0,0.0
SAMSUNG-SM-J320A Build/MMB29K,6,0,0.001,0.0,0.0
Alcatel_4060O Build/MMB29M,6,5,0.001,83.3333,23.8163
SAMSUNG SM-G900A Build/MMB29M,6,0,0.001,0.0,0.0
ASUS_X008DC Build/NRD90M,6,0,0.001,0.0,0.0
ASUS_Z00AD Build/LRX21V,6,0,0.001,0.0,0.0
SM-T310 Build/KOT49H,6,0,0.001,0.0,0.0
SCH-I545 Build/LRX22C,6,0,0.001,0.0,0.0
Nexus 5 Build/M4B30Z,6,0,0.001,0.0,0.0
P5046A,6,0,0.001,0.0,0.0
SAMSUNG SM-A510F Build/NRD90M,6,0,0.001,0.0,0.0
VS990 Build/MRA58K,6,0,0.001,0.0,0.0
SAMSUNG-SM-N900A Build/LRX21V,6,0,0.001,0.0,0.0
rv:46.0,6,0,0.001,0.0,0.0
SAMSUNG SM-A320Y Build/NRD90M,6,0,0.001,0.0,0.0
7055A Build/KVT49L,6,0,0.001,0.0,0.0
Pixel 2 XL Build/OPM1.171019.021,6,0,0.001,0.0,0.0
Pixel 2 XL Build/OPM2.171019.029,6,0,0.001,0.0,0.0
5051A Build/MMB29M,6,0,0.001,0.0,0.0
Nexus 5X Build/OPM3.171019.013,6,0,0.001,0.0,0.0
moto x4 Build/OPWS27.57-40-14,6,0,0.001,0.0,0.0
SAMSUNG SM-G850F/G850FXXS2CQD9 Build/LRX22G,6,0,0.001,0.0,0.0
Moto Z2 Play Build/NPS26.118-19,6,0,0.001,0.0,0.0
MotoG3,6,0,0.001,0.0,0.0
8062 Build/MRA58K,6,1,0.001,16.6667,4.7633
SM-N920C Build/NRD90M,6,0,0.001,0.0,0.0
moto,6,0,0.001,0.0,0.0
ALCATEL ONE TOUCH 7040A Build/JDQ39,6,0,0.001,0.0,0.0
Moto G (4) Build/NPJ25.93-14,6,0,0.001,0.0,0.0
SAMSUNG SM-G965F Build/R16NW,6,0,0.001,0.0,0.0
SM-N950U1 Build/NMF26X,6,0,0.001,0.0,0.0
Moto G (4) Build/NPJS25.93-14-8,6,0,0.001,0.0,0.0
Moto E (4) Plus Build/NMA26.42-152,6,1,0.001,16.6667,4.7633
VS986 Build/MRA58K,6,0,0.001,0.0,0.0
SAMSUNG SM-G960U Build/R16NW,6,3,0.001,50.0,14.2898
ALCATEL ONE TOUCH 5036A Build/JDQ39,6,0,0.001,0.0,0.0
AX920,6,0,0.001,0.0,0.0
Studio,6,0,0.001,0.0,0.0
ALCATEL,6,1,0.001,16.6667,4.7633
SAMSUNG-SM-G925A Build/NRD90M,6,0,0.001,0.0,0.0
S.N.O.W.4,6,0,0.001,0.0,0.0
Moto C Plus Build/NRD90M.05.022,6,2,0.001,33.3333,9.5265
Moto G (5) Build/NPP25.137-15,6,4,0.001,66.6667,19.0531
Moto G (5) Build/NPP25.137-33,6,0,0.001,0.0,0.0
VS980 4G Build/LRX22G,6,0,0.001,0.0,0.0
G3313 Build/43.0.A.7.25,6,0,0.001,0.0,0.0
SM-J710GN Build/MMB29K,6,0,0.001,0.0,0.0
ZTE Blade A511 Build/MRA58K,6,5,0.001,83.3333,23.8163
F3113 Build/33.2.A.4.70,6,0,0.001,0.0,0.0
KFASWI Build/LVY48F,6,0,0.001,0.0,0.0
SM-G930F Build/MMB29K,6,0,0.001,0.0,0.0
XT1563 Build/MPD24.65-25,6,0,0.001,0.0,0.0
LT22i Build/6.2.A.1.100,6,5,0.001,83.3333,23.8163
SM-G925I Build/MMB29K,6,2,0.001,33.3333,9.5265
BAH-L09 Build/HUAWEIBAH-L09,6,0,0.001,0.0,0.0
HUAWEI CAN-L11 Build/HUAWEICAN-L11,6,0,0.001,0.0,0.0
LG-D331,6,3,0.001,50.0,14.2898
Ilium Pad T7X Build/LMY47I,6,5,0.001,83.3333,23.8163
Ilium LT520 Build/NRD90M,6,0,0.001,0.0,0.0
LG-H820 Build/NRD90U,6,0,0.001,0.0,0.0
E5306 Build/27.3.A.0.129,6,4,0.001,66.6667,19.0531
EVA-L19 Build/HUAWEIEVA-L19,6,0,0.001,0.0,0.0
SM-J120FN Build/LMY47X,6,0,0.001,0.0,0.0
LG-H811 Build/MRA58K,6,0,0.001,0.0,0.0
SM-J710F Build/NRD90M,6,0,0.001,0.0,0.0
HUAWEI Y360-U23 Build/HUAWEIY360-U23,6,3,0.001,50.0,14.2898
HUAWEI Y520-U03 Build/HUAWEIY520-U03,6,3,0.001,50.0,14.2898
XT1565,6,0,0.001,0.0,0.0
BLA-L29 Build/HUAWEIBLA-L29,6,0,0.001,0.0,0.0
Hisense F32 Build/NMF26F,6,0,0.001,0.0,0.0
XT1040,6,0,0.001,0.0,0.0
Hisense L675 PRO Build/NRD90M,6,0,0.001,0.0,0.0
HTC U11 Build/NMF26X,6,0,0.001,0.0,0.0
HTC One mini Build/KOT49H,6,0,0.001,0.0,0.0
BLU STUDIO C 5+5 Build/LRX21M,6,0,0.001,0.0,0.0
Aquaris V Build/N2G47H,6,0,0.001,0.0,0.0
SM-G903F Build/MMB29K,6,0,0.001,0.0,0.0
SM-J320V Build/NMF26X,6,0,0.001,0.0,0.0
LG-V410,6,0,0.001,0.0,0.0
LG-H990 Build/NRD90M,6,0,0.001,0.0,0.0
STV100-4 Build/LMY47V,6,0,0.001,0.0,0.0
Z832 Build/MMB29M,6,5,0.001,83.3333,23.8163
SM-G800F Build/KOT49H,6,0,0.001,0.0,0.0
GT-N5110 Build/JDQ39,6,0,0.001,0.0,0.0
SM-T560NU Build/MMB29M,6,0,0.001,0.0,0.0
LG-K540 Build/MMB29M,6,0,0.001,0.0,0.0
SM-G925T Build/LMY47X,6,6,0.001,100.0,28.5796
SM-G930R4 Build/NRD90M,6,0,0.001,0.0,0.0
XT1650 Build/NPLS26.118-20-5-3,6,0,0.001,0.0,0.0
SM-G960F Build/R16NW,6,0,0.001,0.0,0.0
LG-H871,6,0,0.001,0.0,0.0
LG-D855,6,1,0.001,16.6667,4.7633
D5306 Build/19.4.A.0.182,6,0,0.001,0.0,0.0
G3423,6,4,0.001,66.6667,19.0531
F5121 Build/34.4.A.2.19,6,0,0.001,0.0,0.0
F5121,6,0,0.001,0.0,0.0
LG-D850,5,0,0.0008,0.0,0.0
QTAQZ3 Build/KOT49H,5,0,0.0008,0.0,0.0
RNE-L23 Build/HUAWEIRNE-L23,5,5,0.0008,100.0,28.5796
DLI-L22 Build/HONORDLI-L22,5,0,0.0008,0.0,0.0
LG-H700 Build/NRD90U,5,0,0.0008,0.0,0.0
RS988 Build/MMB29M,5,0,0.0008,0.0,0.0
QTAIR7 Build/LMY47D,5,0,0.0008,0.0,0.0
Android,5,0,0.0008,0.0,0.0
Pixel XL Build/OPM1.171019.016,5,0,0.0008,0.0,0.0
LG-H870DS Build/NRD90U,5,0,0.0008,0.0,0.0
SGH-I317M,5,0,0.0008,0.0,0.0
TA-1025 Build/NMF26F,5,0,0.0008,0.0,0.0
ZTE BLADE V8 MINI Build/NRD90M,5,0,0.0008,0.0,0.0
P4526A Build/NRD90M,5,0,0.0008,0.0,0.0
TA-1028 Build/NMF26O,5,0,0.0008,0.0,0.0
XT1032 Build/LPBS23.13-57-2,5,0,0.0008,0.0,0.0
A96 Build/LMY47I,5,0,0.0008,0.0,0.0
PULP 4G Build/LMY47V,5,0,0.0008,0.0,0.0
Pixel 2 Build/OPM1.171019.019,5,0,0.0008,0.0,0.0
SM-G900F Build/KOT49H,5,1,0.0008,20.0,5.7159
ZTE BLADE A512 Build/MMB29M,5,0,0.0008,0.0,0.0
Pixel 2 Build/OPM2.171019.016,5,0,0.0008,0.0,0.0
SM-J500FN Build/MMB29M,5,0,0.0008,0.0,0.0
Pixel 2 XL Build/OPM1.171019.013,5,0,0.0008,0.0,0.0
ZTE A2017U Build/NRD90M,5,0,0.0008,0.0,0.0
LG-H831 Build/NRD90U,5,0,0.0008,0.0,0.0
Pixel 2 XL Build/OPM2.171019.029.B1,5,0,0.0008,0.0,0.0
Pixel Build/OPM1.171019.012,5,0,0.0008,0.0,0.0
SM-G920F Build/MMB29K,5,0,0.0008,0.0,0.0
E5823,5,0,0.0008,0.0,0.0
Redmi Note 4 Build/MMB29M,5,3,0.0008,60.0,17.1478
HUAWEI CAN-L01 Build/HUAWEICAN-L01,5,0,0.0008,0.0,0.0
TREKKER-X3 Build/MMB29M,5,0,0.0008,0.0,0.0
SAMSUNG-SM-G870A Build/MMB29M,5,0,0.0008,0.0,0.0
HTC One Build/LRX22G,5,1,0.0008,20.0,5.7159
HTC One A9 Build/NRD90M,5,0,0.0008,0.0,0.0
SAMSUNG SM-J320FN Build/LMY47V,5,0,0.0008,0.0,0.0
HTC Desire 526G Build/KOT49H,5,0,0.0008,0.0,0.0
HTC Desire 510 Build/KOT49H,5,0,0.0008,0.0,0.0
HTC 10 Build/NRD90M,5,0,0.0008,0.0,0.0
SAMSUNG SM-J500M Build/LMY48B,5,0,0.0008,0.0,0.0
Fractal,5,3,0.0008,60.0,17.1478
SAMSUNG SM-J710MN Build/NRD90M,5,0,0.0008,0.0,0.0
Z798BL Build/MMB29M,5,4,0.0008,80.0,22.8637
vivo,5,0,0.0008,0.0,0.0
G3223,5,0,0.0008,0.0,0.0
G8141 Build/47.1.A.5.51,5,0,0.0008,0.0,0.0
