feature_name,count,mean,std,min,25%,50%,75%,max,skewness,kurtosis,outlier_percentage
V230,130430.0,1.4654756784439087,2.1225430965423584,0.0,1.0,1.0,1.0,65.0,15.0141,335.1895,17.3127
V231,130430.0,0.765506386756897,8.87851333618164,0.0,0.0,0.0,0.0,293.0,24.5947,661.455,13.4517
V232,130430.0,1.0055968761444092,10.460111618041992,0.0,0.0,0.0,0.0,337.0,23.1768,597.6742,15.1905
V233,130430.0,0.9083876609802246,10.15018367767334,0.0,0.0,0.0,0.0,332.0,23.8849,626.9624,14.3173
V234,141416.0,2.092846632003784,11.316207885742188,0.0,0.0,0.0,0.0,121.0,6.2915,40.7461,14.8498
V235,130430.0,0.18410642445087433,0.9025765061378479,0.0,0.0,0.0,0.0,23.0,10.8203,153.3403,9.7416
V236,130430.0,0.30766695737838745,2.152574300765991,0.0,0.0,0.0,0.0,45.0,14.894,244.4429,11.3962
V237,130430.0,0.25349995493888855,1.7164489030838013,0.0,0.0,0.0,0.0,39.0,15.576,275.0014,10.5198
V238,141416.0,0.127955824136734,0.5743131041526794,0.0,0.0,0.0,0.0,23.0,10.168,202.0212,7.9609
V239,141416.0,0.13696469366550446,0.6166395545005798,0.0,0.0,0.0,0.0,23.0,10.1858,188.833,8.2756
V240,130430.0,1.000996708869934,0.04951414093375206,0.0,1.0,1.0,1.0,7.0,80.1141,8047.356,0.0767
V241,130430.0,1.0002377033233643,0.0226623322814703,0.0,1.0,1.0,1.0,5.0,91.5206,13100.562,0.0276
V242,130430.0,1.1134631633758545,0.659857988357544,0.0,1.0,1.0,1.0,20.0,11.2311,178.0172,5.9726
V243,130430.0,1.178386926651001,1.398701786994934,0.0,1.0,1.0,1.0,57.0,25.5329,839.3138,7.8088
V244,130430.0,1.1185616254806519,0.6990438103675842,0.0,1.0,1.0,1.0,22.0,11.482,185.2041,6.0163
V245,141416.0,0.8766193389892578,1.8195661306381226,0.0,1.0,1.0,1.0,262.0,76.5133,8100.603,27.1688
V246,130430.0,1.1837230920791626,1.039871335029602,0.0,1.0,1.0,1.0,45.0,14.5288,346.3172,8.4766
V247,130430.0,1.0253546237945557,0.2814072072505951,0.0,1.0,1.0,1.0,18.0,25.7905,986.2315,1.7251
V248,130430.0,1.0694931745529175,0.88986736536026,0.0,1.0,1.0,1.0,36.0,33.6034,1253.0898,3.7384
V249,130430.0,1.0428506135940552,0.5287232398986816,0.0,1.0,1.0,1.0,22.0,29.5541,1016.7662,2.4787
V250,141416.0,0.788588285446167,0.4884299635887146,0.0,1.0,1.0,1.0,18.0,3.3583,107.1064,24.0638
V251,141416.0,0.7942311763763428,0.5013705492019653,0.0,1.0,1.0,1.0,18.0,3.4837,101.2573,24.3848
V252,130430.0,1.0320478677749634,0.38949573040008545,0.0,1.0,1.0,1.0,24.0,26.3399,950.8004,1.7205
V253,130430.0,1.1621636152267456,3.609332323074341,0.0,1.0,1.0,1.0,163.0,39.2238,1586.3289,4.0849
V254,130430.0,1.07511305809021,1.3556586503982544,0.0,1.0,1.0,1.0,60.0,36.5276,1434.0994,2.6328
V255,141416.0,0.8066555261611938,0.9394614696502686,0.0,1.0,1.0,1.0,87.0,43.9364,3068.932,24.2462
V256,141416.0,0.8149502277374268,0.9693775177001953,0.0,1.0,1.0,1.0,87.0,41.8298,2823.3467,24.5694
V257,130430.0,1.2509928941726685,1.2998876571655273,0.0,1.0,1.0,1.0,48.0,13.3507,272.9021,11.1899
V258,130430.0,1.3435099124908447,2.01743483543396,0.0,1.0,1.0,1.0,66.0,17.4252,416.4541,13.3995
V259,141416.0,0.9678325057029724,2.1132888793945312,0.0,1.0,1.0,1.0,285.0,60.7479,5824.2656,31.0736
V260,130430.0,0.9644253849983215,0.3797810673713684,0.0,1.0,1.0,1.0,8.0,1.6877,23.2623,10.8702
V261,130430.0,1.1071609258651733,1.324241280555725,0.0,1.0,1.0,1.0,49.0,20.7365,604.482,15.2342
V262,130430.0,1.0132791996002197,0.6253352165222168,0.0,1.0,1.0,1.0,20.0,10.7461,222.7478,12.8245
V263,130430.0,117.3906478881836,1294.9769287109375,0.0,0.0,0.0,0.0,153600.0,38.6888,2770.8762,24.6454
V264,130430.0,201.65760803222656,2283.87255859375,0.0,0.0,0.0,33.59349822998047,153600.0,24.497,757.5524,17.9943
V265,130430.0,153.5205535888672,1605.7352294921875,0.0,0.0,0.0,20.897525787353516,153600.0,28.0914,1356.925,19.0439
V266,130430.0,9.167839050292969,207.93667602539062,0.0,0.0,0.0,0.0,55125.0,175.9588,41661.637,7.6018
V267,130430.0,36.52509689331055,644.0283813476562,0.0,0.0,0.0,0.0,55125.0,38.0068,1643.9288,14.0895
V268,130430.0,18.81340789794922,311.1356506347656,0.0,0.0,0.0,0.0,55125.0,69.1654,8841.491,10.8158
V269,130430.0,5.9975080490112305,207.289794921875,0.0,0.0,0.0,0.0,55125.0,177.839,42255.38,1.666
V270,141416.0,7.71276330947876,65.53182220458984,0.0,0.0,0.0,0.0,4000.0,32.7666,1559.3729,9.0386
V271,141416.0,9.445134162902832,74.06076049804688,0.0,0.0,0.0,0.0,4000.0,26.4463,1044.5466,9.4402
V272,141416.0,8.464571952819824,69.68437957763672,0.0,0.0,0.0,0.0,4000.0,29.5688,1285.133,9.1786
V273,130430.0,73.82555389404297,935.283447265625,0.0,0.0,0.0,0.0,51200.0,23.6596,641.7026,13.4517
V274,130430.0,107.15164184570312,1258.85791015625,0.0,0.0,0.0,0.0,66000.0,20.1499,463.5627,15.1905
V275,130430.0,88.89993286132812,1072.7890625,0.0,0.0,0.0,0.0,51200.0,21.9318,544.3694,14.3173
V276,130430.0,31.79727554321289,615.4129028320312,0.0,0.0,0.0,0.0,104060.0,108.718,15015.94,9.7416
V277,130430.0,51.95664596557617,732.0198364257812,0.0,0.0,0.0,0.0,104060.0,69.3696,7612.28,11.3962
V278,130430.0,42.328224182128906,660.4929809570312,0.0,0.0,0.0,0.0,104060.0,90.2836,11412.28,10.5198
V279,590528.0,1.1230610609054565,21.02031898498535,0.0,0.0,0.0,0.0,880.0,30.2385,992.6155,16.6561
V280,590528.0,1.9670820236206055,27.849977493286133,0.0,0.0,0.0,1.0,975.0,24.7816,668.118,7.5038
V281,589271.0,0.08778303861618042,0.5119250416755676,0.0,0.0,0.0,0.0,22.0,10.0111,151.7655,4.7635
V282,589271.0,0.8171706795692444,0.9204700589179993,0.0,0.0,1.0,1.0,32.0,3.8312,41.2813,3.8127
V283,589271.0,0.9911144375801086,1.5597890615463257,0.0,0.0,1.0,1.0,68.0,12.3967,380.1082,7.0256
V284,590528.0,0.08854279667139053,0.3384179472923279,0.0,0.0,0.0,0.0,12.0,5.2957,48.0616,7.6162
V285,590528.0,1.167660117149353,3.2824652194976807,0.0,0.0,0.0,1.0,95.0,12.2903,249.5814,13.4507
V286,590528.0,0.03149215504527092,0.19158534705638885,0.0,0.0,0.0,0.0,8.0,7.5933,92.9125,2.9191
V287,590528.0,0.3585790991783142,1.0780048370361328,0.0,0.0,0.0,0.0,31.0,8.8404,139.8934,20.9414
V288,589271.0,0.18434982001781464,0.4301186800003052,0.0,0.0,0.0,0.0,10.0,2.5548,9.9974,16.9073
V289,589271.0,0.23597462475299835,0.6004223227500916,0.0,0.0,0.0,0.0,12.0,3.5099,18.4,17.3431
V290,590528.0,1.1030112504959106,0.7674338221549988,1.0,1.0,1.0,1.0,67.0,34.5723,1814.0692,6.547
V291,590528.0,1.65981125831604,16.24045181274414,1.0,1.0,1.0,1.0,1055.0,50.1582,2579.6797,21.6076
V292,590528.0,1.2399158477783203,3.7681727409362793,1.0,1.0,1.0,1.0,323.0,51.2282,2855.2146,11.579
V293,590528.0,0.942598819732666,20.587661743164062,0.0,0.0,0.0,0.0,869.0,30.5823,1013.5345,7.4655
V294,590528.0,2.3138632774353027,39.514312744140625,0.0,0.0,0.0,0.0,1286.0,23.8537,609.1415,12.0426
V295,590528.0,1.4334239959716797,25.960126876831055,0.0,0.0,0.0,0.0,928.0,25.3409,700.7489,9.3906
V296,589271.0,0.3289165794849396,3.264509916305542,0.0,0.0,0.0,0.0,93.0,18.9291,392.0998,8.9236
V297,590528.0,0.08903387933969498,0.6285393834114075,0.0,0.0,0.0,0.0,12.0,13.2775,211.8446,4.7056
V298,590528.0,0.29882919788360596,3.1745877265930176,0.0,0.0,0.0,0.0,93.0,19.8941,429.0994,8.0667
V299,590528.0,0.1716548651456833,1.724050760269165,0.0,0.0,0.0,0.0,49.0,18.6846,376.9226,5.9098
V300,589271.0,0.045507077127695084,0.2905785143375397,0.0,0.0,0.0,0.0,11.0,10.8474,207.014,3.3514
V301,589271.0,0.05200153961777687,0.31881096959114075,0.0,0.0,0.0,0.0,13.0,10.5428,190.1687,3.71
V302,590528.0,0.25176113843917847,0.48147308826446533,0.0,0.0,0.0,0.0,16.0,2.8026,29.5025,23.7647
V303,590528.0,0.28313982486724854,0.6230413913726807,0.0,0.0,0.0,0.0,20.0,5.1647,63.8991,23.8818
V304,590528.0,0.2642076313495636,0.5278910994529724,0.0,0.0,0.0,0.0,16.0,3.2895,29.9104,23.8258
V305,590528.0,1.0000067949295044,0.0026025986298918724,1.0,1.0,1.0,1.0,2.0,384.2261,147628.23,0.0007
V306,590528.0,139.74871826171875,2348.55322265625,0.0,0.0,0.0,0.0,108800.0,29.2729,936.4661,16.6561
V307,590528.0,408.6824035644531,4391.53271484375,0.0,0.0,0.0,151.38067626953125,145765.0,23.6679,620.1006,12.1737
V308,590528.0,230.4131622314453,3021.302978515625,0.0,0.0,0.0,35.970001220703125,108800.0,24.53,658.7518,17.8647
V309,590528.0,10.995985984802246,115.960205078125,0.0,0.0,0.0,0.0,55125.0,224.8753,94325.72,7.6162
V310,590528.0,118.19564819335938,352.62017822265625,0.0,0.0,0.0,107.94999694824219,55125.0,19.4978,1763.8593,11.6254
V311,590528.0,4.202174663543701,102.33174896240234,0.0,0.0,0.0,0.0,55125.0,323.8314,156542.42,2.9191
V312,590528.0,39.173912048339844,171.49053955078125,0.0,0.0,0.0,0.0,55125.0,73.6034,19675.523,20.9414
V313,589271.0,21.351476669311523,96.06404876708984,0.0,0.0,0.0,0.0,4817.47021484375,14.0278,322.2308,16.9073
V314,589271.0,43.319183349609375,173.84866333007812,0.0,0.0,0.0,0.0,7519.8701171875,10.7489,207.2484,19.685
V315,589271.0,26.806974411010742,116.63079833984375,0.0,0.0,0.0,0.0,4817.47021484375,12.1181,236.0816,17.3431
V316,590528.0,109.81854248046875,2269.96044921875,0.0,0.0,0.0,0.0,93736.0,30.0974,980.7303,7.4655
V317,590528.0,247.60675048828125,3979.80810546875,0.0,0.0,0.0,0.0,134021.0,24.5974,662.4835,12.0426
V318,590528.0,162.15341186523438,2792.950927734375,0.0,0.0,0.0,0.0,98476.0,25.4828,707.7539,9.3906
V319,590528.0,18.37247657775879,331.8373718261719,0.0,0.0,0.0,0.0,104060.0,181.8336,47649.9,4.7056
V320,590528.0,42.07313537597656,473.217529296875,0.0,0.0,0.0,0.0,104060.0,70.5156,11714.736,8.0667
V321,590528.0,28.326581954956055,381.3282470703125,0.0,0.0,0.0,0.0,104060.0,123.5565,27445.334,5.9098
V322,82351.0,6.2202887535095215,56.021427154541016,0.0,0.0,0.0,0.0,880.0,11.1974,134.5218,19.8917
V323,82351.0,13.103775024414062,106.74174499511719,0.0,0.0,0.0,1.0,1411.0,9.7346,99.5275,10.0557
V324,82351.0,9.184612274169922,73.62964630126953,0.0,0.0,0.0,0.0,976.0,9.3638,92.6073,23.565
V325,82351.0,0.05849352106451988,0.3044061064720154,0.0,0.0,0.0,0.0,12.0,8.3579,133.5543,4.5695
V326,82351.0,0.8510400652885437,3.9502134323120117,0.0,0.0,0.0,0.0,44.0,5.8001,35.0466,11.7582
V327,82351.0,0.29663270711898804,1.3645153045654297,0.0,0.0,0.0,0.0,18.0,5.8627,36.1588,8.8074
V328,82351.0,0.3367900848388672,1.5800857543945312,0.0,0.0,0.0,0.0,15.0,6.6347,46.7332,10.7916
V329,82351.0,1.3128437995910645,8.768694877624512,0.0,0.0,0.0,0.0,99.0,8.0988,66.1496,12.4309
V330,82351.0,0.7758740186691284,4.727980613708496,0.0,0.0,0.0,0.0,55.0,7.579,57.6402,11.5991
V331,82351.0,721.7418823242188,6217.22998046875,0.0,0.0,0.0,0.0,160000.0,11.089,133.3023,19.8917
V332,82351.0,1375.78369140625,11169.515625,0.0,0.0,0.0,25.0,160000.0,9.769,100.2538,21.004
V333,82351.0,1014.622802734375,7955.7822265625,0.0,0.0,0.0,0.0,160000.0,9.3997,93.796,23.565
V334,82351.0,9.807015419006348,243.78753662109375,0.0,0.0,0.0,0.0,55125.0,168.4728,34776.336,4.5695
V335,82351.0,59.16455078125,387.64874267578125,0.0,0.0,0.0,0.0,55125.0,54.1424,6617.348,11.7582
V336,82351.0,28.53090476989746,274.6990966796875,0.0,0.0,0.0,0.0,55125.0,118.723,21609.969,8.8074
V337,82351.0,55.3524169921875,668.3758544921875,0.0,0.0,0.0,0.0,104060.0,85.7712,10178.076,10.7916
V338,82351.0,151.16053771972656,1095.0577392578125,0.0,0.0,0.0,0.0,104060.0,23.6445,1433.372,12.4309
V339,82351.0,100.70087432861328,814.9532470703125,0.0,0.0,0.0,0.0,104060.0,48.91,4604.8394,11.5991
