interaction,amt_bin,ProductCD,transaction_count,fraud_count,mean_amt,fraud_rate,relative_risk,card4,addr1,card6
ProductCD×addr1,,S,3,0,3,0.0,0.0,,251.0,
ProductCD×addr1,,S,4,0,4,0.0,0.0,,253.0,
ProductCD×addr1,,S,2,0,2,0.0,0.0,,254.0,
ProductCD×addr1,,S,103,8,103,7.767,2.2198,,264.0,
ProductCD×addr1,,S,22,0,22,0.0,0.0,,269.0,
ProductCD×addr1,,S,200,93,200,46.5,13.2895,,272.0,
ProductCD×addr1,,S,174,5,174,2.8736,0.8213,,299.0,
ProductCD×addr1,,S,2,0,2,0.0,0.0,,308.0,
ProductCD×addr1,,S,33,1,33,3.0303,0.866,,310.0,
ProductCD×addr1,,S,51,1,51,1.9608,0.5604,,315.0,
ProductCD×addr1,,S,37,1,37,2.7027,0.7724,,324.0,
ProductCD×addr1,,S,329,9,329,2.7356,0.7818,,325.0,
ProductCD×addr1,,S,53,0,53,0.0,0.0,,327.0,
ProductCD×addr1,,S,5335,291,5335,5.4545,1.5589,,330.0,
ProductCD×addr1,,S,914,37,914,4.0481,1.1569,,337.0,
ProductCD×addr1,,S,3,0,3,0.0,0.0,,343.0,
ProductCD×addr1,,S,2,0,2,0.0,0.0,,348.0,
ProductCD×addr1,,S,1,0,1,0.0,0.0,,349.0,
ProductCD×addr1,,S,1,0,1,0.0,0.0,,356.0,
ProductCD×addr1,,S,18,1,18,5.5556,1.5878,,384.0,
ProductCD×addr1,,S,5,0,5,0.0,0.0,,387.0,
ProductCD×addr1,,S,14,0,14,0.0,0.0,,418.0,
ProductCD×addr1,,S,11,0,11,0.0,0.0,,420.0,
ProductCD×addr1,,S,1,0,1,0.0,0.0,,426.0,
ProductCD×addr1,,S,14,0,14,0.0,0.0,,428.0,
ProductCD×addr1,,S,19,1,19,5.2632,1.5042,,433.0,
ProductCD×addr1,,S,39,1,39,2.5641,0.7328,,436.0,
ProductCD×addr1,,S,1276,63,1276,4.9373,1.4111,,441.0,
ProductCD×addr1,,S,1,1,1,100.0,28.5796,,444.0,
ProductCD×addr1,,S,18,0,18,0.0,0.0,,448.0,
ProductCD×addr1,,S,13,0,13,0.0,0.0,,469.0,
ProductCD×addr1,,S,69,1,69,1.4493,0.4142,,472.0,
ProductCD×addr1,,S,122,0,122,0.0,0.0,,476.0,
ProductCD×addr1,,S,27,8,27,29.6296,8.468,,485.0,
ProductCD×addr1,,S,25,0,25,0.0,0.0,,494.0,
ProductCD×addr1,,S,3,1,3,33.3333,9.5265,,498.0,
ProductCD×addr1,,S,26,1,26,3.8462,1.0992,,512.0,
ProductCD×addr1,,S,2,0,2,0.0,0.0,,536.0,
ProductCD×addr1,,W,8,0,8,0.0,0.0,,104.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,105.0,
ProductCD×addr1,,W,20,0,20,0.0,0.0,,106.0,
ProductCD×addr1,,W,2716,54,2716,1.9882,0.5682,,110.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,113.0,
ProductCD×addr1,,W,1482,104,1482,7.0175,2.0056,,122.0,
ProductCD×addr1,,W,14230,235,14230,1.6514,0.472,,123.0,
ProductCD×addr1,,W,4,0,4,0.0,0.0,,125.0,
ProductCD×addr1,,W,12473,306,12473,2.4533,0.7011,,126.0,
ProductCD×addr1,,W,11,0,11,0.0,0.0,,134.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,142.0,
ProductCD×addr1,,W,8958,102,8958,1.1386,0.3254,,143.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,151.0,
ProductCD×addr1,,W,153,5,153,3.268,0.934,,157.0,
ProductCD×addr1,,W,1465,34,1465,2.3208,0.6633,,158.0,
ProductCD×addr1,,W,5,0,5,0.0,0.0,,159.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,160.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,166.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,168.0,
ProductCD×addr1,,W,1726,45,1726,2.6072,0.7451,,170.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,174.0,
ProductCD×addr1,,W,3745,100,3745,2.6702,0.7631,,177.0,
ProductCD×addr1,,W,11958,234,11958,1.9568,0.5592,,181.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,182.0,
ProductCD×addr1,,W,12246,142,12246,1.1596,0.3314,,184.0,
ProductCD×addr1,,W,13421,196,13421,1.4604,0.4174,,191.0,
ProductCD×addr1,,W,1200,15,1200,1.25,0.3572,,194.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,196.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,198.0,
ProductCD×addr1,,W,12,0,12,0.0,0.0,,199.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,201.0,
ProductCD×addr1,,W,5,0,5,0.0,0.0,,202.0,
ProductCD×addr1,,W,3190,133,3190,4.1693,1.1916,,203.0,
ProductCD×addr1,,W,36162,865,36162,2.392,0.6836,,204.0,
ProductCD×addr1,,W,5152,49,5152,0.9511,0.2718,,205.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,206.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,208.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,215.0,
ProductCD×addr1,,W,4519,117,4519,2.5891,0.74,,220.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,223.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,224.0,
ProductCD×addr1,,W,4031,80,4031,1.9846,0.5672,,225.0,
ProductCD×addr1,,W,4100,157,4100,3.8293,1.0944,,226.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,227.0,
ProductCD×addr1,,W,6613,160,6613,2.4195,0.6915,,231.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,232.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,237.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,245.0,
ProductCD×addr1,,W,7,0,7,0.0,0.0,,247.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,250.0,
ProductCD×addr1,,W,4863,101,4863,2.0769,0.5936,,251.0,
ProductCD×addr1,,W,991,16,991,1.6145,0.4614,,253.0,
ProductCD×addr1,,W,34,0,34,0.0,0.0,,254.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,255.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,259.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,260.0,
ProductCD×addr1,,W,35530,505,35530,1.4213,0.4062,,264.0,
ProductCD×addr1,,W,4,0,4,0.0,0.0,,265.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,268.0,
ProductCD×addr1,,W,5691,209,5691,3.6725,1.0496,,269.0,
ProductCD×addr1,,W,17963,345,17963,1.9206,0.5489,,272.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,274.0,
ProductCD×addr1,,W,18,0,18,0.0,0.0,,275.0,
ProductCD×addr1,,W,5,0,5,0.0,0.0,,276.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,277.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,278.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,282.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,286.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,294.0,
ProductCD×addr1,,W,4,0,4,0.0,0.0,,295.0,
ProductCD×addr1,,W,8,0,8,0.0,0.0,,297.0,
ProductCD×addr1,,W,35582,607,35582,1.7059,0.4875,,299.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,301.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,303.0,
ProductCD×addr1,,W,1060,66,1060,6.2264,1.7795,,308.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,309.0,
ProductCD×addr1,,W,7282,121,7282,1.6616,0.4749,,310.0,
ProductCD×addr1,,W,20224,242,20224,1.1966,0.342,,315.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,316.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,318.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,321.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,322.0,
ProductCD×addr1,,W,1938,101,1938,5.2116,1.4895,,324.0,
ProductCD×addr1,,W,37520,804,37520,2.1429,0.6124,,325.0,
ProductCD×addr1,,W,6911,108,6911,1.5627,0.4466,,327.0,
ProductCD×addr1,,W,18411,464,18411,2.5202,0.7203,,330.0,
ProductCD×addr1,,W,11562,307,11562,2.6552,0.7588,,337.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,340.0,
ProductCD×addr1,,W,1237,15,1237,1.2126,0.3466,,343.0,
ProductCD×addr1,,W,11,0,11,0.0,0.0,,348.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,358.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,361.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,368.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,369.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,373.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,376.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,377.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,381.0,
ProductCD×addr1,,W,1337,31,1337,2.3186,0.6626,,384.0,
ProductCD×addr1,,W,6596,134,6596,2.0315,0.5806,,387.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,390.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,396.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,404.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,408.0,
ProductCD×addr1,,W,9,0,9,0.0,0.0,,409.0,
ProductCD×addr1,,W,35,0,35,0.0,0.0,,410.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,417.0,
ProductCD×addr1,,W,20,0,20,0.0,0.0,,418.0,
ProductCD×addr1,,W,2838,95,2838,3.3474,0.9567,,420.0,
ProductCD×addr1,,W,4,0,4,0.0,0.0,,426.0,
ProductCD×addr1,,W,1243,14,1243,1.1263,0.3219,,428.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,429.0,
ProductCD×addr1,,W,7083,137,7083,1.9342,0.5528,,433.0,
ProductCD×addr1,,W,11,0,11,0.0,0.0,,435.0,
ProductCD×addr1,,W,2814,27,2814,0.9595,0.2742,,436.0,
ProductCD×addr1,,W,17158,400,17158,2.3313,0.6663,,441.0,
ProductCD×addr1,,W,1848,8,1848,0.4329,0.1237,,444.0,
ProductCD×addr1,,W,6,0,6,0.0,0.0,,445.0,
ProductCD×addr1,,W,758,14,758,1.847,0.5279,,448.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,458.0,
ProductCD×addr1,,W,7,0,7,0.0,0.0,,459.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,463.0,
ProductCD×addr1,,W,1946,42,1946,2.1583,0.6168,,469.0,
ProductCD×addr1,,W,6640,144,6640,2.1687,0.6198,,472.0,
ProductCD×addr1,,W,8383,260,8383,3.1015,0.8864,,476.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,481.0,
ProductCD×addr1,,W,6514,110,6514,1.6887,0.4826,,485.0,
ProductCD×addr1,,W,7,0,7,0.0,0.0,,491.0,
ProductCD×addr1,,W,918,11,918,1.1983,0.3425,,492.0,
ProductCD×addr1,,W,4644,35,4644,0.7537,0.2154,,494.0,
ProductCD×addr1,,W,4364,141,4364,3.231,0.9234,,498.0,
ProductCD×addr1,,W,26,0,26,0.0,0.0,,499.0,
ProductCD×addr1,,W,806,18,806,2.2333,0.6383,,502.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,503.0,
ProductCD×addr1,,W,3,0,3,0.0,0.0,,509.0,
ProductCD×addr1,,W,6834,199,6834,2.9119,0.8322,,512.0,
ProductCD×addr1,,W,2,0,2,0.0,0.0,,517.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,519.0,
ProductCD×addr1,,W,1,0,1,0.0,0.0,,522.0,
ProductCD×addr1,,W,13,0,13,0.0,0.0,,536.0,
card4×addr1,,,38,0,38,0.0,0.0,american express,110.0,
card4×addr1,,,3,0,3,0.0,0.0,american express,122.0,
card4×addr1,,,139,19,139,13.6691,3.9066,american express,123.0,
card4×addr1,,,381,11,381,2.8871,0.8251,american express,126.0,
card4×addr1,,,55,0,55,0.0,0.0,american express,143.0,
card4×addr1,,,1,0,1,0.0,0.0,american express,157.0,
card4×addr1,,,4,1,4,25.0,7.1449,american express,158.0,
card4×addr1,,,16,0,16,0.0,0.0,american express,170.0,
card4×addr1,,,1,0,1,0.0,0.0,american express,171.0,
card4×addr1,,,95,2,95,2.1053,0.6017,american express,177.0,
card4×addr1,,,231,1,231,0.4329,0.1237,american express,181.0,
card4×addr1,,,264,6,264,2.2727,0.6495,american express,184.0,
card4×addr1,,,198,1,198,0.5051,0.1444,american express,191.0,
card4×addr1,,,21,0,21,0.0,0.0,american express,194.0,
card4×addr1,,,1,1,1,100.0,28.5796,american express,199.0,
card4×addr1,,,27,0,27,0.0,0.0,american express,203.0,
card4×addr1,,,918,13,918,1.4161,0.4047,american express,204.0,
card4×addr1,,,32,0,32,0.0,0.0,american express,205.0,
card4×addr1,,,39,2,39,5.1282,1.4656,american express,220.0,
card4×addr1,,,98,1,98,1.0204,0.2916,american express,225.0,
card4×addr1,,,51,0,51,0.0,0.0,american express,226.0,
card4×addr1,,,98,5,98,5.102,1.4581,american express,231.0,
card4×addr1,,,49,0,49,0.0,0.0,american express,251.0,
card4×addr1,,,9,0,9,0.0,0.0,american express,253.0,
card4×addr1,,,6,0,6,0.0,0.0,american express,254.0,
card4×addr1,,,402,13,402,3.2338,0.9242,american express,264.0,
card4×addr1,,,68,0,68,0.0,0.0,american express,269.0,
card4×addr1,,,308,17,308,5.5195,1.5775,american express,272.0,
card4×addr1,,,3,0,3,0.0,0.0,american express,296.0,
card4×addr1,,,1247,33,1247,2.6464,0.7563,american express,299.0,
card4×addr1,,,13,0,13,0.0,0.0,american express,308.0,
card4×addr1,,,88,5,88,5.6818,1.6238,american express,310.0,
card4×addr1,,,210,11,210,5.2381,1.497,american express,315.0,
card4×addr1,,,16,0,16,0.0,0.0,american express,324.0,
card4×addr1,,,738,39,738,5.2846,1.5103,american express,325.0,
card4×addr1,,,124,3,124,2.4194,0.6915,american express,327.0,
card4×addr1,,,455,11,455,2.4176,0.6909,american express,330.0,
card4×addr1,,,332,8,332,2.4096,0.6887,american express,337.0,
card4×addr1,,,43,0,43,0.0,0.0,american express,343.0,
card4×addr1,,,4,0,4,0.0,0.0,american express,348.0,
card4×addr1,,,8,0,8,0.0,0.0,american express,356.0,
card4×addr1,,,31,2,31,6.4516,1.8438,american express,384.0,
card4×addr1,,,230,0,230,0.0,0.0,american express,387.0,
card4×addr1,,,1,0,1,0.0,0.0,american express,410.0,
card4×addr1,,,11,0,11,0.0,0.0,american express,418.0,
card4×addr1,,,30,0,30,0.0,0.0,american express,420.0,
card4×addr1,,,9,2,9,22.2222,6.351,american express,428.0,
card4×addr1,,,7,0,7,0.0,0.0,american express,432.0,
card4×addr1,,,103,0,103,0.0,0.0,american express,433.0,
card4×addr1,,,27,2,27,7.4074,2.117,american express,436.0,
card4×addr1,,,274,7,274,2.5547,0.7301,american express,441.0,
card4×addr1,,,5,0,5,0.0,0.0,american express,444.0,
card4×addr1,,,14,0,14,0.0,0.0,american express,448.0,
card4×addr1,,,200,2,200,1.0,0.2858,american express,469.0,
card4×addr1,,,184,3,184,1.6304,0.466,american express,472.0,
card4×addr1,,,110,1,110,0.9091,0.2598,american express,476.0,
card4×addr1,,,18,2,18,11.1111,3.1755,american express,485.0,
card4×addr1,,,3,0,3,0.0,0.0,american express,492.0,
card4×addr1,,,72,1,72,1.3889,0.3969,american express,494.0,
card4×addr1,,,41,0,41,0.0,0.0,american express,498.0,
card4×addr1,,,4,0,4,0.0,0.0,american express,502.0,
card4×addr1,,,86,11,86,12.7907,3.6555,american express,512.0,
card4×addr1,,,16,0,16,0.0,0.0,american express,536.0,
card4×addr1,,,28,0,28,0.0,0.0,discover,110.0,
card4×addr1,,,6,0,6,0.0,0.0,discover,122.0,
card4×addr1,,,369,60,369,16.2602,4.6471,discover,123.0,
card4×addr1,,,240,16,240,6.6667,1.9053,discover,126.0,
card4×addr1,,,118,7,118,5.9322,1.6954,discover,143.0,
card4×addr1,,,1,0,1,0.0,0.0,discover,157.0,
card4×addr1,,,15,0,15,0.0,0.0,discover,158.0,
card4×addr1,,,19,4,19,21.0526,6.0167,discover,170.0,
card4×addr1,,,80,5,80,6.25,1.7862,discover,177.0,
card4×addr1,,,115,11,115,9.5652,2.7337,discover,181.0,
card4×addr1,,,207,5,207,2.4155,0.6903,discover,184.0,
card4×addr1,,,108,13,108,12.037,3.4401,discover,191.0,
card4×addr1,,,14,0,14,0.0,0.0,discover,194.0,
card4×addr1,,,111,9,111,8.1081,2.3173,discover,203.0,
card4×addr1,,,498,58,498,11.6466,3.3286,discover,204.0,
card4×addr1,,,67,1,67,1.4925,0.4266,discover,205.0,
card4×addr1,,,53,3,53,5.6604,1.6177,discover,220.0,
card4×addr1,,,66,5,66,7.5758,2.1651,discover,225.0,
card4×addr1,,,82,1,82,1.2195,0.3485,discover,226.0,
card4×addr1,,,69,0,69,0.0,0.0,discover,231.0,
card4×addr1,,,81,3,81,3.7037,1.0585,discover,251.0,
card4×addr1,,,9,4,9,44.4444,12.702,discover,253.0,
card4×addr1,,,484,55,484,11.3636,3.2477,discover,264.0,
card4×addr1,,,66,8,66,12.1212,3.4642,discover,269.0,
card4×addr1,,,176,23,176,13.0682,3.7348,discover,272.0,
card4×addr1,,,1,0,1,0.0,0.0,discover,275.0,
card4×addr1,,,502,14,502,2.7888,0.797,discover,299.0,
card4×addr1,,,16,0,16,0.0,0.0,discover,308.0,
card4×addr1,,,63,3,63,4.7619,1.3609,discover,310.0,
card4×addr1,,,447,12,447,2.6846,0.7672,discover,315.0,
card4×addr1,,,23,0,23,0.0,0.0,discover,324.0,
card4×addr1,,,564,27,564,4.7872,1.3682,discover,325.0,
card4×addr1,,,225,4,225,1.7778,0.5081,discover,327.0,
card4×addr1,,,419,53,419,12.6492,3.6151,discover,330.0,
card4×addr1,,,187,17,187,9.0909,2.5981,discover,337.0,
card4×addr1,,,13,2,13,15.3846,4.3969,discover,343.0,
card4×addr1,,,18,1,18,5.5556,1.5878,discover,384.0,
card4×addr1,,,86,3,86,3.4884,0.997,discover,387.0,
card4×addr1,,,41,0,41,0.0,0.0,discover,420.0,
card4×addr1,,,17,5,17,29.4118,8.4058,discover,428.0,
card4×addr1,,,162,9,162,5.5556,1.5878,discover,433.0,
card4×addr1,,,59,2,59,3.3898,0.9688,discover,436.0,
card4×addr1,,,203,28,203,13.7931,3.942,discover,441.0,
card4×addr1,,,14,0,14,0.0,0.0,discover,444.0,
card4×addr1,,,32,4,32,12.5,3.5724,discover,448.0,
card4×addr1,,,35,2,35,5.7143,1.6331,discover,469.0,
card4×addr1,,,120,7,120,5.8333,1.6671,discover,472.0,
card4×addr1,,,64,17,64,26.5625,7.5915,discover,476.0,
card4×addr1,,,96,0,96,0.0,0.0,discover,485.0,
card4×addr1,,,19,3,19,15.7895,4.5126,discover,492.0,
card4×addr1,,,20,0,20,0.0,0.0,discover,494.0,
card4×addr1,,,88,9,88,10.2273,2.9229,discover,498.0,
card4×addr1,,,4,0,4,0.0,0.0,discover,502.0,
card4×addr1,,,29,1,29,3.4483,0.9855,discover,512.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,100.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,104.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,106.0,
card4×addr1,,,877,6,877,0.6842,0.1955,mastercard,110.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,111.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,113.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,117.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,119.0,
card4×addr1,,,417,6,417,1.4388,0.4112,mastercard,122.0,
card4×addr1,,,7471,155,7471,2.0747,0.5929,mastercard,123.0,
card4×addr1,,,3711,133,3711,3.5839,1.0243,mastercard,126.0,
card4×addr1,,,163,20,163,12.2699,3.5067,mastercard,130.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,131.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,134.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,141.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,142.0,
card4×addr1,,,3729,30,3729,0.8045,0.2299,mastercard,143.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,144.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,146.0,
card4×addr1,,,42,0,42,0.0,0.0,mastercard,148.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,152.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,153.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,154.0,
card4×addr1,,,7,0,7,0.0,0.0,mastercard,155.0,
card4×addr1,,,11,0,11,0.0,0.0,mastercard,157.0,
card4×addr1,,,452,4,452,0.885,0.2529,mastercard,158.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,159.0,
card4×addr1,,,186,36,186,19.3548,5.5315,mastercard,161.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,163.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,164.0,
card4×addr1,,,22,1,22,4.5455,1.2991,mastercard,167.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,168.0,
card4×addr1,,,632,11,632,1.7405,0.4974,mastercard,170.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,171.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,174.0,
card4×addr1,,,1114,13,1114,1.167,0.3335,mastercard,177.0,
card4×addr1,,,6422,138,6422,2.1489,0.6141,mastercard,181.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,182.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,183.0,
card4×addr1,,,3558,47,3558,1.321,0.3775,mastercard,184.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,185.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,190.0,
card4×addr1,,,5269,57,5269,1.0818,0.3092,mastercard,191.0,
card4×addr1,,,270,8,270,2.963,0.8468,mastercard,194.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,195.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,198.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,200.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,201.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,202.0,
card4×addr1,,,1488,107,1488,7.1909,2.0551,mastercard,203.0,
card4×addr1,,,12234,353,12234,2.8854,0.8246,mastercard,204.0,
card4×addr1,,,1798,18,1798,1.0011,0.2861,mastercard,205.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,208.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,210.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,211.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,214.0,
card4×addr1,,,15,3,15,20.0,5.7159,mastercard,216.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,217.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,219.0,
card4×addr1,,,922,17,922,1.8438,0.527,mastercard,220.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,224.0,
card4×addr1,,,1007,19,1007,1.8868,0.5392,mastercard,225.0,
card4×addr1,,,1520,27,1520,1.7763,0.5077,mastercard,226.0,
card4×addr1,,,2715,66,2715,2.4309,0.6947,mastercard,231.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,234.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,235.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,236.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,237.0,
card4×addr1,,,14,2,14,14.2857,4.0828,mastercard,239.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,241.0,
card4×addr1,,,38,2,38,5.2632,1.5042,mastercard,242.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,243.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,247.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,248.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,249.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,250.0,
card4×addr1,,,2239,52,2239,2.3225,0.6638,mastercard,251.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,252.0,
card4×addr1,,,459,6,459,1.3072,0.3736,mastercard,253.0,
card4×addr1,,,5,0,5,0.0,0.0,mastercard,254.0,
card4×addr1,,,12,0,12,0.0,0.0,mastercard,258.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,260.0,
card4×addr1,,,14482,265,14482,1.8299,0.523,mastercard,264.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,265.0,
card4×addr1,,,2487,119,2487,4.7849,1.3675,mastercard,269.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,270.0,
card4×addr1,,,6217,175,6217,2.8149,0.8045,mastercard,272.0,
card4×addr1,,,7,0,7,0.0,0.0,mastercard,275.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,276.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,277.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,279.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,280.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,282.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,283.0,
card4×addr1,,,345,11,345,3.1884,0.9112,mastercard,284.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,286.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,292.0,
card4×addr1,,,4,0,4,0.0,0.0,mastercard,295.0,
card4×addr1,,,140,21,140,15.0,4.2869,mastercard,296.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,297.0,
card4×addr1,,,10253,217,10253,2.1165,0.6049,mastercard,299.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,300.0,
card4×addr1,,,3,0,3,0.0,0.0,mastercard,301.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,302.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,304.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,305.0,
card4×addr1,,,443,4,443,0.9029,0.258,mastercard,308.0,
card4×addr1,,,1276,22,1276,1.7241,0.4927,mastercard,310.0,
card4×addr1,,,8653,124,8653,1.433,0.4095,mastercard,315.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,316.0,
card4×addr1,,,412,36,412,8.7379,2.4973,mastercard,324.0,
card4×addr1,,,14026,306,14026,2.1817,0.6235,mastercard,325.0,
card4×addr1,,,3271,50,3271,1.5286,0.4369,mastercard,327.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,328.0,
card4×addr1,,,8278,223,8278,2.6939,0.7699,mastercard,330.0,
card4×addr1,,,9,0,9,0.0,0.0,mastercard,332.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,333.0,
card4×addr1,,,1,0,1,0.0,0.0,mastercard,335.0,
card4×addr1,,,4036,83,4036,2.0565,0.5877,mastercard,337.0,
card4×addr1,,,2,0,2,0.0,0.0,mastercard,339.0,
